"FlyBaseID","Fold.Enrichment","FDR.p.value","Human.GeneID","Human.Symbol"
"FBgn0030403",1.96,0,11194,"ABCB8"
"FBgn0030406",2.08,0,54680,"ZNHIT6"
"FBgn0030407",2.08,0,2356,"FPGS"
"FBgn0030411",1.83,8e-04,494143,"CHAC2"
"FBgn0030411",1.83,8e-04,79094,"CHAC1"
"FBgn0030431",1.55,0.00186,80308,"FLAD1"
"FBgn0030431",1.61,0.00435,80308,"FLAD1"
"FBgn0030433",1.55,0.00186,740,"MRPL49"
"FBgn0030433",1.61,0.00435,740,"MRPL49"
"FBgn0030434",1.65,0.00348,84312,"BRMS1L"
"FBgn0030434",1.65,0.00348,25855,"BRMS1"
"FBgn0030435",1.65,0.00348,54432,"YIPF1"
"FBgn0030435",1.65,0.00348,78992,"YIPF2"
"FBgn0030435",1.61,0.00435,54432,"YIPF1"
"FBgn0030435",1.61,0.00435,78992,"YIPF2"
"FBgn0030452",2.02,0,26503,"SLC17A5"
"FBgn0030452",2.02,0,246213,"SLC17A8"
"FBgn0030452",2.02,0,57084,"SLC17A6"
"FBgn0030452",2.02,0,57030,"SLC17A7"
"FBgn0030455",1.52,0.00774,147657,"ZNF480"
"FBgn0030457",1.52,0.00774,5711,"PSMD5"
"FBgn0030465",1.71,0.00218,54928,"IMPAD1"
"FBgn0030466",1.71,0.00218,166647,"GPR125"
"FBgn0030466",1.71,0.00218,25960,"GPR124"
"FBgn0030466",1.71,0.00218,84435,"GPR123"
"FBgn0030479",2.23,0,6428,"SRSF3"
"FBgn0030479",1.52,0.00256,6428,"SRSF3"
"FBgn0030479",1.71,0.00218,6428,"SRSF3"
"FBgn0030480",1.52,0.00256,26520,"TIMM9"
"FBgn0030481",2.23,0,84769,"MPV17L2"
"FBgn0030481",1.52,0.00256,84769,"MPV17L2"
"FBgn0030482",1.68,0.00269,586,"BCAT1"
"FBgn0030482",1.68,0.00269,587,"BCAT2"
"FBgn0030482",1.86,0.00067,586,"BCAT1"
"FBgn0030482",1.86,0.00067,587,"BCAT2"
"FBgn0030484",2.33,0,2952,"GSTT1"
"FBgn0030484",2.33,0,2953,"GSTT2"
"FBgn0030484",2.33,0,653689,"GSTT2B"
"FBgn0030500",1.92,0.00047,10403,"NDC80"
"FBgn0030502",1.92,0.00047,5977,"DPF2"
"FBgn0030503",1.92,0.00047,128989,"C22orf25"
"FBgn0030518",1.61,0.00435,51074,"APIP"
"FBgn0030519",1.61,0.00435,140856,"C20orf79"
"FBgn0030519",1.83,0,140856,"C20orf79"
"FBgn0030520",1.55,0.00654,27250,"PDCD4"
"FBgn0030529",1.55,0,1193,"CLIC2"
"FBgn0030529",1.55,0,53405,"CLIC5"
"FBgn0030529",1.55,0,25932,"CLIC4"
"FBgn0030529",1.55,0,9022,"CLIC3"
"FBgn0030529",1.55,0,1192,"CLIC1"
"FBgn0030529",1.55,0,54102,"CLIC6"
"FBgn0030554",1.65,0.00348,54920,"DUS2L"
"FBgn0030555",1.65,0.00348,26235,"FBXL4"
"FBgn0030572",1.77,0.0015,64432,"MRPS25"
"FBgn0030573",1.77,0.0015,10201,"NME6"
"FBgn0030576",1.58,0.00515,283537,"SLC46A3"
"FBgn0030576",1.58,0.00515,113235,"SLC46A1"
"FBgn0030610",2.23,0,10063,"COX17"
"FBgn0030610",2.27,0,10063,"COX17"
"FBgn0030611",2.27,0,55319,"TMA16"
"FBgn0030611",2.23,0,55319,"TMA16"
"FBgn0030612",2.27,0,1629,"DBT"
"FBgn0030612",2.23,0,1629,"DBT"
"FBgn0030629",1.58,0.00515,55003,"PAK1IP1"
"FBgn0030630",1.58,0.00515,55003,"PAK1IP1"
"FBgn0030631",1.58,0.00515,9879,"DDX46"
"FBgn0030638",1.65,0.00062,347051,"SLC10A5"
"FBgn0030638",1.65,0.00062,8273,"SLC10A3"
"FBgn0030638",1.65,0.00062,6555,"SLC10A2"
"FBgn0030659",1.55,0.00654,55762,"ZNF701"
"FBgn0030660",1.55,0.00654,55152,"DALRD3"
"FBgn0030661",1.55,0.00654,251,"ALPPL2"
"FBgn0030661",1.55,0.00654,250,"ALPP"
"FBgn0030661",1.55,0.00654,248,"ALPI"
"FBgn0030661",1.55,0.00654,249,"ALPL"
"FBgn0030668",1.99,0.00018,11162,"NUDT6"
"FBgn0030669",1.55,0.00654,196294,"IMMP1L"
"FBgn0030670",1.55,0.00654,10423,"CDIPT"
"FBgn0030671",1.55,0.00654,474384,"F8A3"
"FBgn0030676",1.86,0.00067,728489,"DNLZ"
"FBgn0030676",1.83,8e-04,728489,"DNLZ"
"FBgn0030678",2.02,0,55005,"RMND1"
"FBgn0030679",1.83,8e-04,728489,"DNLZ"
"FBgn0030679",2.02,0,728489,"DNLZ"
"FBgn0030683",1.52,0.00774,4597,"MVD"
"FBgn0030693",1.61,0.00042,91445,"RNF185"
"FBgn0030693",1.61,0.00042,6048,"RNF5"
"FBgn0030694",1.61,0.00042,84936,"ZFYVE19"
"FBgn0030703",1.86,0.00067,10857,"PGRMC1"
"FBgn0030703",1.86,0.00067,10424,"PGRMC2"
"FBgn0030703",1.74,0.00183,10857,"PGRMC1"
"FBgn0030703",1.74,0.00183,10424,"PGRMC2"
"FBgn0030704",1.74,0.00183,79863,"RBFA"
"FBgn0030710",1.74,0.00183,60468,"BACH2"
"FBgn0030710",1.74,0.00183,7709,"ZBTB17"
"FBgn0030710",1.74,0.00183,9880,"ZBTB39"
"FBgn0030711",1.61,0.00069,10438,"C1D"
"FBgn0030711",1.74,0.00183,10438,"C1D"
"FBgn0030716",1.77,0,22897,"CEP164"
"FBgn0030716",1.52,0,22897,"CEP164"
"FBgn0030717",1.52,0,91137,"SLC25A46"
"FBgn0030718",1.77,0,374291,"NDUFS7"
"FBgn0030743",2.08,0,192286,"HIGD2A"
"FBgn0030745",1.96,0,79041,"TMEM38A"
"FBgn0030745",1.96,0,55151,"TMEM38B"
"FBgn0030766",1.55,0.00654,30817,"EMR2"
"FBgn0030766",1.55,0.00654,976,"CD97"
"FBgn0030766",1.55,0.00654,2015,"EMR1"
"FBgn0030787",1.8,0.0011,2971,"GTF3A"
"FBgn0030789",1.8,0.0011,5393,"EXOSC9"
"FBgn0030789",1.65,0.00348,5393,"EXOSC9"
"FBgn0030790",1.65,0.00348,29035,"C16orf72"
"FBgn0030790",1.8,0.0011,29035,"C16orf72"
"FBgn0030812",1.65,0.00062,51322,"WAC"
"FBgn0030838",2.08,0,64771,"C6orf106"
"FBgn0030838",2.3,0,64771,"C6orf106"
"FBgn0030838",1.68,0.00269,64771,"C6orf106"
"FBgn0030850",1.89,0,440026,"TMEM41B"
"FBgn0030863",2.48,0,27338,"UBE2S"
"FBgn0030871",1.55,0.00186,5984,"RFC4"
"FBgn0030872",1.55,0.00186,9481,"SLC25A27"
"FBgn0030890",1.77,0.0015,9213,"XPR1"
"FBgn0030891",1.77,0.0015,10474,"TADA3"
"FBgn0030892",1.83,8e-04,54823,"SWT1"
"FBgn0030893",1.83,8e-04,55843,"ARHGAP15"
"FBgn0030894",1.77,0,89853,"FAM125B"
"FBgn0030894",1.77,0,93343,"FAM125A"
"FBgn0030943",1.58,0.00114,129401,"NUP35"
"FBgn0030945",1.99,0.00018,54556,"ING3"
"FBgn0030946",1.99,0.00018,23333,"DPY19L1"
"FBgn0030946",1.99,0.00018,283417,"DPY19L2"
"FBgn0030954",1.68,0.00269,886,"CCKAR"
"FBgn0030954",1.68,0.00269,887,"CCKBR"
"FBgn0030955",1.68,0.00269,23406,"COTL1"
"FBgn0030966",1.71,0.00057,6821,"SUOX"
"FBgn0030968",1.52,0.00774,51181,"DCXR"
"FBgn0030969",1.52,0.00774,10713,"USP39"
"FBgn0031012",1.55,0.00654,201232,"SLC16A13"
"FBgn0031012",1.8,0.0011,201232,"SLC16A13"
"FBgn0031048",1.61,0.00435,493911,"PHOSPHO2"
"FBgn0031048",1.61,0.00435,162466,"PHOSPHO1"
"FBgn0031050",1.61,0.00435,55860,"ACTR10"
"FBgn0031054",1.92,0.00047,29101,"SSU72"
"FBgn0031058",1.89,0,2147,"F2"
"FBgn0031091",1.86,0.00067,51533,"PHF7"
"FBgn0031091",1.86,0.00067,55632,"G2E3"
"FBgn0031092",1.86,0.00067,1891,"ECH1"
"FBgn0031093",1.68,0.00269,63929,"XPNPEP3"
"FBgn0031093",1.68,0.00269,9978,"RBX1"
"FBgn0031093",1.68,0.00269,5184,"PEPD"
"FBgn0031094",1.86,0.00067,261726,"TIPRL"
"FBgn0031099",1.52,0.00774,51005,"AMDHD2"
"FBgn0031115",1.96,5e-04,9325,"TRIP4"
"FBgn0031148",1.8,0,875,"CBS"
"FBgn0031148",1.83,8e-04,875,"CBS"
"FBgn0031149",1.8,0,3703,"STT3A"
"FBgn0031149",1.8,0,201595,"STT3B"
"FBgn0031149",2.27,0,3703,"STT3A"
"FBgn0031149",2.27,0,201595,"STT3B"
"FBgn0031150",2.27,0,11149,"BVES"
"FBgn0031150",2.27,0,64208,"POPDC3"
"FBgn0031169",2.33,0,23461,"ABCA5"
"FBgn0031169",2.33,0,23460,"ABCA6"
"FBgn0031169",2.33,0,10350,"ABCA9"
"FBgn0031169",2.33,0,10349,"ABCA10"
"FBgn0031169",2.33,0,10351,"ABCA8"
"FBgn0031171",1.74,0.00046,23461,"ABCA5"
"FBgn0031174",1.8,0.0011,23042,"PDXDC1"
"FBgn0031174",1.74,0.00046,23042,"PDXDC1"
"FBgn0031183",1.74,0.00183,79939,"SLC35E1"
"FBgn0031262",1.75,0,9742,"IFT140"
"FBgn0031263",1.75,0,706,"TSPO"
"FBgn0031263",1.75,0,222642,"TSPO2"
"FBgn0031283",1.73,0,27315,"PGAP2"
"FBgn0031284",1.73,0,27315,"PGAP2"
"FBgn0031285",1.73,0,9452,"ITM2A"
"FBgn0031285",1.73,0,81618,"ITM2C"
"FBgn0031285",1.73,0,9445,"ITM2B"
"FBgn0031312",1.52,0.00067,116150,"NUS1"
"FBgn0031318",1.55,0,10181,"RBM5"
"FBgn0031318",1.55,0,8241,"RBM10"
"FBgn0031318",1.55,0,10180,"RBM6"
"FBgn0031359",1.83,0,55186,"SLC25A36"
"FBgn0031359",1.83,0,84275,"SLC25A33"
"FBgn0031360",1.5,8e-04,51635,"DHRS7"
"FBgn0031360",1.83,0,51635,"DHRS7"
"FBgn0031389",1.5,8e-04,341350,"OVCH1"
"FBgn0031389",1.5,8e-04,203074,"PRSS55"
"FBgn0031389",1.5,8e-04,221191,"PRSS54"
"FBgn0031417",1.83,0,27294,"DHDH"
"FBgn0031418",1.83,0,27294,"DHDH"
"FBgn0031419",1.83,0,130916,"MTERFD2"
"FBgn0031422",1.52,0,284098,"PIGW"
"FBgn0031449",1.75,0,9619,"ABCG1"
"FBgn0031449",1.78,0,9619,"ABCG1"
"FBgn0031451",1.5,8e-04,5230,"PGK1"
"FBgn0031451",1.5,8e-04,5232,"PGK2"
"FBgn0031451",1.52,0.00067,5230,"PGK1"
"FBgn0031451",1.52,0.00067,5232,"PGK2"
"FBgn0031457",2.16,0,124460,"SNX20"
"FBgn0031457",2.16,0,90203,"SNX21"
"FBgn0031458",2.16,0,51107,"APH1A"
"FBgn0031458",2.16,0,83464,"APH1B"
"FBgn0031459",2.16,0,3094,"HINT1"
"FBgn0031459",2.16,0,84681,"HINT2"
"FBgn0031479",1.98,0,9588,"PRDX6"
"FBgn0031484",1.6,5e-04,11277,"TREX1"
"FBgn0031484",1.6,5e-04,55559,"HAUS7"
"FBgn0031516",2.28,0,9619,"ABCG1"
"FBgn0031516",2.28,0,64137,"ABCG4"
"FBgn0031529",1.73,0,58505,"OSTC"
"FBgn0031630",1.98,0,157506,"RDH10"
"FBgn0031630",1.98,0,195814,"SDR16C5"
"FBgn0031630",1.98,0,51170,"HSD17B11"
"FBgn0031630",1.98,0,345275,"HSD17B13"
"FBgn0031644",1.98,0,161394,"SAMD15"
"FBgn0031661",1.73,0,2762,"GMDS"
"FBgn0031661",1.75,0,2762,"GMDS"
"FBgn0031662",1.75,0,9526,"MPDU1"
"FBgn0031663",1.73,0,3704,"ITPA"
"FBgn0031664",1.73,0,26043,"UBXN7"
"FBgn0031668",1.67,0,10467,"ZNHIT1"
"FBgn0031670",1.67,0,51714,"SELT"
"FBgn0031696",2.06,0,699,"BUB1"
"FBgn0031708",1.73,0,29090,"TIMM21"
"FBgn0031708",1.62,0.00018,29090,"TIMM21"
"FBgn0031710",1.62,0.00018,6293,"VPS52"
"FBgn0031711",1.62,0.00018,26610,"ELP4"
"FBgn0031711",1.73,0,26610,"ELP4"
"FBgn0031769",1.57,0.00047,55920,"RCC2"
"FBgn0031771",1.67,0,4723,"NDUFV1"
"FBgn0031772",1.67,0,6992,"PPP1R11"
"FBgn0031774",1.67,0,401207,"C5orf63"
"FBgn0031818",1.6,5e-04,11070,"TMEM115"
"FBgn0031820",1.6,5e-04,1616,"DAXX"
"FBgn0031821",1.6,5e-04,125061,"AFMID"
"FBgn0031822",1.6,5e-04,84844,"PHF5A"
"FBgn0031829",1.93,0,51098,"IFT52"
"FBgn0031832",1.93,0,51605,"TRMT6"
"FBgn0031842",1.73,0,4253,"CTAGE5"
"FBgn0031842",1.73,0,375056,"MIA3"
"FBgn0031842",1.73,0,643854,"CTAGE9"
"FBgn0031842",1.73,0,100128553,"CTAGE4"
"FBgn0031842",1.73,0,64693,"CTAGE1"
"FBgn0031874",1.75,0,9889,"ZBED4"
"FBgn0031874",1.75,0,100381270,"ZBED6"
"FBgn0031874",1.75,0,9189,"ZBED1"
"FBgn0031875",1.75,0,79892,"MCMBP"
"FBgn0031877",1.75,0,3155,"HMGCL"
"FBgn0031877",1.75,0,54511,"HMGCLL1"
"FBgn0031909",1.7,0,79035,"NABP2"
"FBgn0031909",1.7,0,64859,"NABP1"
"FBgn0031912",1.65,0,1737,"DLAT"
"FBgn0031912",1.95,0,1737,"DLAT"
"FBgn0031912",2.16,0,1737,"DLAT"
"FBgn0031936",1.55,0.00051,11254,"SLC6A14"
"FBgn0031950",2.13,0,64224,"HERPUD2"
"FBgn0031950",2.13,0,9709,"HERPUD1"
"FBgn0031951",2.13,0,27067,"STAU2"
"FBgn0031969",2.11,0,949,"SCARB1"
"FBgn0031971",2.11,0,135154,"C6orf57"
"FBgn0031990",1.88,0,11196,"SEC23IP"
"FBgn0031990",1.88,0,23259,"DDHD2"
"FBgn0031990",1.6,5e-04,11196,"SEC23IP"
"FBgn0031990",1.6,5e-04,23259,"DDHD2"
"FBgn0031992",1.88,0,414149,"ACBD7"
"FBgn0031992",1.88,0,1622,"DBI"
"FBgn0031998",1.8,0,159963,"SLC5A12"
"FBgn0031999",1.8,0,80263,"TRIM45"
"FBgn0032000",1.9,0,84065,"TMEM222"
"FBgn0032001",1.9,0,978,"CDA"
"FBgn0032002",1.9,0,978,"CDA"
"FBgn0032003",1.9,0,978,"CDA"
"FBgn0032006",1.78,0,2321,"FLT1"
"FBgn0032006",1.78,0,2324,"FLT4"
"FBgn0032006",1.78,0,5159,"PDGFRB"
"FBgn0032006",1.78,0,5156,"PDGFRA"
"FBgn0032006",1.78,0,3791,"KDR"
"FBgn0032006",1.78,0,3815,"KIT"
"FBgn0032006",1.78,0,2322,"FLT3"
"FBgn0032026",1.78,0,10257,"ABCC4"
"FBgn0032033",1.7,0,84233,"TMEM126A"
"FBgn0032036",1.7,0,206358,"SLC36A1"
"FBgn0032036",1.7,0,120103,"SLC36A4"
"FBgn0032036",1.7,0,153201,"SLC36A2"
"FBgn0032036",1.7,0,285641,"SLC36A3"
"FBgn0032042",1.55,0.00051,10818,"FRS2"
"FBgn0032042",1.55,0.00051,10817,"FRS3"
"FBgn0032120",1.5,0,57205,"ATP10D"
"FBgn0032120",1.5,0,57194,"ATP10A"
"FBgn0032120",1.5,0,23120,"ATP10B"
"FBgn0032120",1.65,0,57205,"ATP10D"
"FBgn0032120",1.65,0,57194,"ATP10A"
"FBgn0032120",1.65,0,23120,"ATP10B"
"FBgn0032143",1.88,0,1360,"CPB1"
"FBgn0032143",1.88,0,51200,"CPA4"
"FBgn0032143",1.88,0,1358,"CPA2"
"FBgn0032168",1.78,0,64745,"METTL17"
"FBgn0032171",1.78,0,8625,"RFXANK"
"FBgn0032171",1.78,0,57763,"ANKRA2"
"FBgn0032191",1.78,0,9784,"SNX17"
"FBgn0032191",1.78,0,169166,"SNX31"
"FBgn0032192",1.78,0,4668,"NAGA"
"FBgn0032192",1.78,0,2717,"GLA"
"FBgn0032194",1.78,0,56919,"DHX33"
"FBgn0032197",1.65,0,4899,"NRF1"
"FBgn0032198",1.65,0,1936,"EEF1D"
"FBgn0032202",1.85,0,1389,"CREBL2"
"FBgn0032202",1.78,0,1389,"CREBL2"
"FBgn0032204",1.78,0,80006,"C5orf44"
"FBgn0032204",1.85,0,80006,"C5orf44"
"FBgn0032205",1.78,0,51204,"TACO1"
"FBgn0032216",1.6,0,9097,"USP14"
"FBgn0032217",1.6,0,56926,"NCLN"
"FBgn0032224",1.57,0.00047,22929,"SEPHS1"
"FBgn0032224",1.55,0,22929,"SEPHS1"
"FBgn0032225",1.55,0,84978,"FRMD5"
"FBgn0032225",1.55,0,257019,"FRMD3"
"FBgn0032225",1.57,0.00047,84978,"FRMD5"
"FBgn0032225",1.57,0.00047,257019,"FRMD3"
"FBgn0032236",1.5,8e-04,51081,"MRPS7"
"FBgn0032242",2.18,0,5550,"PREP"
"FBgn0032243",2.18,0,55605,"KIF21A"
"FBgn0032243",2.18,0,23046,"KIF21B"
"FBgn0032246",1.83,0,115825,"WDFY2"
"FBgn0032246",1.83,0,57590,"WDFY1"
"FBgn0032388",1.52,0,9092,"SART1"
"FBgn0032393",2,0,9054,"NFS1"
"FBgn0032393",2.13,0,9054,"NFS1"
"FBgn0032394",1.55,0.00051,201562,"PTPLB"
"FBgn0032394",1.55,0.00051,9200,"PTPLA"
"FBgn0032394",1.75,0,201562,"PTPLB"
"FBgn0032394",1.75,0,9200,"PTPLA"
"FBgn0032429",1.73,0,3281,"HSBP1"
"FBgn0032430",1.73,0,55621,"TRMT1"
"FBgn0032431",1.73,0,127003,"C1orf194"
"FBgn0032474",1.73,0,55466,"DNAJA4"
"FBgn0032482",1.6,0,5833,"PCYT2"
"FBgn0032509",1.5,8e-04,10539,"GLRX3"
"FBgn0032511",1.75,0,4715,"NDUFB9"
"FBgn0032512",1.75,0,55814,"BDP1"
"FBgn0032513",1.75,0,56910,"STARD7"
"FBgn0032513",1.75,0,58488,"PCTP"
"FBgn0032513",1.52,0.00067,56910,"STARD7"
"FBgn0032513",1.52,0.00067,58488,"PCTP"
"FBgn0032668",1.65,0,10249,"GLYAT"
"FBgn0032668",1.65,0,92292,"GLYATL1"
"FBgn0032668",1.65,0,219970,"GLYATL2"
"FBgn0032668",1.65,0,389396,"GLYATL3"
"FBgn0032668",1.67,0,10249,"GLYAT"
"FBgn0032668",1.67,0,92292,"GLYATL1"
"FBgn0032668",1.67,0,219970,"GLYATL2"
"FBgn0032668",1.67,0,389396,"GLYATL3"
"FBgn0032670",1.67,0,10249,"GLYAT"
"FBgn0032670",1.67,0,92292,"GLYATL1"
"FBgn0032670",1.67,0,219970,"GLYATL2"
"FBgn0032670",1.67,0,389396,"GLYATL3"
"FBgn0032670",1.67,0,7248,"TSC1"
"FBgn0032670",1.67,0,9610,"RIN1"
"FBgn0032689",1.93,0,56996,"SLC12A9"
"FBgn0032690",1.93,0,9416,"DDX23"
"FBgn0032698",1.98,0,54962,"TIPIN"
"FBgn0032699",1.98,0,84947,"SERAC1"
"FBgn0032700",1.98,0,64755,"C16orf58"
"FBgn0032701",1.98,0,92345,"NAF1"
"FBgn0032702",1.65,0,9647,"PPM1F"
"FBgn0032702",1.65,0,22843,"PPM1E"
"FBgn0032703",1.65,0,201965,"RWDD4"
"FBgn0032715",1.55,0.00051,6342,"SCP2"
"FBgn0032720",1.93,0,28998,"MRPL13"
"FBgn0032721",1.93,0,4048,"LTA4H"
"FBgn0032721",1.93,0,6051,"RNPEP"
"FBgn0032728",1.55,0,79613,"TMCO7"
"FBgn0032729",1.57,0.00047,79944,"L2HGDH"
"FBgn0032730",1.57,0.00047,80764,"THAP7"
"FBgn0032730",1.57,0.00047,152815,"THAP6"
"FBgn0032730",1.57,0.00047,168451,"THAP5"
"FBgn0032732",1.57,0,93380,"MMGT1"
"FBgn0032775",1.88,0,8310,"ACOX3"
"FBgn0032779",2.03,0,250,"ALPP"
"FBgn0032779",2.03,0,249,"ALPL"
"FBgn0032779",2.03,0,251,"ALPPL2"
"FBgn0032779",2.03,0,248,"ALPI"
"FBgn0032780",2.03,0,10743,"RAI1"
"FBgn0032783",1.5,8e-04,79183,"TTPAL"
"FBgn0032783",1.5,8e-04,6017,"RLBP1"
"FBgn0032783",1.5,8e-04,134829,"CLVS2"
"FBgn0032790",1.75,0,390916,"NUDT19"
"FBgn0032793",1.75,0,348180,"CTU2"
"FBgn0032799",1.78,0,8813,"DPM1"
"FBgn0032801",1.78,0,11068,"CYB561D2"
"FBgn0032801",1.78,0,284613,"CYB561D1"
"FBgn0032817",1.6,5e-04,7541,"ZFP161"
"FBgn0032817",1.6,5e-04,199745,"THAP8"
"FBgn0032817",1.6,5e-04,80764,"THAP7"
"FBgn0032817",1.6,5e-04,56906,"THAP10"
"FBgn0032817",1.6,5e-04,5612,"PRKRIR"
"FBgn0032818",1.6,5e-04,85865,"GTPBP10"
"FBgn0032819",1.6,5e-04,56931,"DUS3L"
"FBgn0032845",1.6,0,257068,"PLCXD2"
"FBgn0032845",1.6,0,345557,"PLCXD3"
"FBgn0032845",1.6,0,55344,"PLCXD1"
"FBgn0032845",2.21,0,257068,"PLCXD2"
"FBgn0032845",2.21,0,345557,"PLCXD3"
"FBgn0032845",2.21,0,55344,"PLCXD1"
"FBgn0032846",2.21,0,79912,"PYROXD1"
"FBgn0032847",1.6,0,6884,"TAF13"
"FBgn0032848",1.6,0,79801,"SHCBP1"
"FBgn0032848",1.6,0,81626,"SHCBP1L"
"FBgn0032848",2.21,0,79801,"SHCBP1"
"FBgn0032848",2.21,0,81626,"SHCBP1L"
"FBgn0032863",1.88,0,8697,"CDC23"
"FBgn0032871",1.65,0,29058,"TMEM230"
"FBgn0032876",1.5,0,30850,"CDR2L"
"FBgn0032876",1.5,0,1039,"CDR2"
"FBgn0032877",1.5,0,79102,"RNF26"
"FBgn0032886",1.57,0,83641,"FAM107B"
"FBgn0032886",1.57,0,11170,"FAM107A"
"FBgn0032889",1.62,0.00018,9380,"GRHPR"
"FBgn0032922",1.6,5e-04,51805,"COQ3"
"FBgn0032924",1.6,5e-04,54932,"EXD3"
"FBgn0032925",1.6,5e-04,26155,"NOC2L"
"FBgn0032940",1.85,0,22877,"MLXIP"
"FBgn0032940",1.85,0,51085,"MLXIPL"
"FBgn0032955",1.6,5e-04,1120,"CHKB"
"FBgn0032955",1.6,5e-04,1119,"CHKA"
"FBgn0032956",1.6,5e-04,8453,"CUL2"
"FBgn0032956",1.83,0,8453,"CUL2"
"FBgn0032961",1.7,0,10598,"AHSA1"
"FBgn0032961",1.7,0,130872,"AHSA2"
"FBgn0032986",1.5,8e-04,80224,"NUBPL"
"FBgn0032987",1.85,0,6144,"RPL21"
"FBgn0032987",1.93,0,6144,"RPL21"
"FBgn0032988",1.85,0,54700,"RRN3"
"FBgn0032988",1.93,0,54700,"RRN3"
"FBgn0033000",1.88,0,120534,"ARL14EP"
"FBgn0033015",1.63,0.00018,5977,"DPF2"
"FBgn0033015",1.63,0.00018,8193,"DPF1"
"FBgn0033015",1.63,0.00018,8110,"DPF3"
"FBgn0033017",1.83,0,83892,"KCTD10"
"FBgn0033017",1.83,0,7126,"TNFAIP1"
"FBgn0033017",1.83,0,253980,"KCTD13"
"FBgn0033029",1.85,0,4849,"CNOT3"
"FBgn0033031",1.85,0,79639,"TMEM53"
"FBgn0033059",2.03,0,54663,"WDR74"
"FBgn0033060",2.03,0,26995,"TRUB2"
"FBgn0033074",1.73,0,10452,"TOMM40"
"FBgn0033074",1.73,0,84134,"TOMM40L"
"FBgn0033074",2.08,0,10452,"TOMM40"
"FBgn0033074",2.08,0,84134,"TOMM40L"
"FBgn0033079",1.52,0.00067,2330,"FMO5"
"FBgn0033079",1.52,0.00067,2327,"FMO2"
"FBgn0033079",1.52,0.00067,2326,"FMO1"
"FBgn0033079",1.52,0.00067,2328,"FMO3"
"FBgn0033083",2.29,0,7268,"TTC4"
"FBgn0033083",1.57,0.00047,7268,"TTC4"
"FBgn0033085",1.57,0.00047,128977,"C22orf39"
"FBgn0033085",2.29,0,128977,"C22orf39"
"FBgn0033086",1.57,0.00047,93058,"COQ10A"
"FBgn0033086",1.57,0.00047,80219,"COQ10B"
"FBgn0033100",2.21,0,284106,"CISD3"
"FBgn0033101",2.21,0,6718,"AKR1D1"
"FBgn0033101",2.21,0,231,"AKR1B1"
"FBgn0033101",2.21,0,1645,"AKR1C1"
"FBgn0033101",2.21,0,1109,"AKR1C4"
"FBgn0033101",2.21,0,10327,"AKR1A1"
"FBgn0033101",2.21,0,8644,"AKR1C3"
"FBgn0033101",2.21,0,57016,"AKR1B10"
"FBgn0033196",1.96,0,55640,"FLVCR2"
"FBgn0033196",1.96,0,28982,"FLVCR1"
"FBgn0033205",1.5,8e-04,112724,"RDH13"
"FBgn0033205",1.5,8e-04,145226,"RDH12"
"FBgn0033205",1.5,8e-04,51109,"RDH11"
"FBgn0033205",1.5,8e-04,57665,"RDH14"
"FBgn0033241",1.88,0,1359,"CPA3"
"FBgn0033241",1.88,0,1358,"CPA2"
"FBgn0033342",1.7,0,10694,"CCT8"
"FBgn0033377",2.29,0,55276,"PGM2"
"FBgn0033377",2.29,0,283209,"PGM2L1"
"FBgn0033378",2.29,0,9939,"RBM8A"
"FBgn0033380",2.29,0,51808,"PHAX"
"FBgn0033382",1.63,0,171586,"ABHD3"
"FBgn0033382",1.63,0,84696,"ABHD1"
"FBgn0033427",1.7,0,114826,"SMYD4"
"FBgn0033427",1.65,0,114826,"SMYD4"
"FBgn0033429",1.65,0,56063,"TMEM234"
"FBgn0033429",1.7,0,56063,"TMEM234"
"FBgn0033431",1.7,0,175,"AGA"
"FBgn0033431",1.65,0,175,"AGA"
"FBgn0033457",2.16,0,28989,"NTMT1"
"FBgn0033457",2.16,0,149281,"METTL11B"
"FBgn0033457",1.68,0,28989,"NTMT1"
"FBgn0033457",1.68,0,149281,"METTL11B"
"FBgn0033466",2.13,0,5066,"PAM"
"FBgn0033467",2.13,0,81572,"PDRG1"
"FBgn0033474",1.73,0,253832,"ZDHHC20"
"FBgn0033474",1.73,0,158866,"ZDHHC15"
"FBgn0033474",1.73,0,51201,"ZDHHC2"
"FBgn0033475",1.73,0,51008,"ASCC1"
"FBgn0033482",1.9,0,283820,"NOMO2"
"FBgn0033482",1.9,0,23420,"NOMO1"
"FBgn0033482",1.9,0,408050,"NOMO3"
"FBgn0033483",1.9,0,1896,"EDA"
"FBgn0033494",1.6,5e-04,56479,"KCNQ5"
"FBgn0033494",1.6,5e-04,3785,"KCNQ2"
"FBgn0033494",1.6,5e-04,9132,"KCNQ4"
"FBgn0033494",1.6,5e-04,3786,"KCNQ3"
"FBgn0033495",1.6,5e-04,219899,"TBCEL"
"FBgn0033529",1.65,0,553115,"PEF1"
"FBgn0033529",2.18,0,553115,"PEF1"
"FBgn0033547",1.96,0,79064,"TMEM223"
"FBgn0033547",2.24,0,79064,"TMEM223"
"FBgn0033549",1.96,0,146956,"EME1"
"FBgn0033549",1.96,0,197342,"EME2"
"FBgn0033549",2.24,0,146956,"EME1"
"FBgn0033549",2.24,0,197342,"EME2"
"FBgn0033551",2.24,0,51029,"DESI2"
"FBgn0033554",1.68,0,84967,"LSM10"
