"FlyBaseID","Human.GeneID","Human.Symbol","logFC.Nup98.down","p.val.fdr.Nup98.down"
"FBgn0031993",9780,"PIEZO1",-1.9735588,0.004611773
"FBgn0031997",65258,"MPPE1",-0.656416215,0.012797676
"FBgn0032001",978,"CDA",0.682893176,0.004174891
"FBgn0032002",978,"CDA",1.42094018,0.006076849
"FBgn0032006",3791,"KDR",-0.733011904,0.033652129
"FBgn0032006",5159,"PDGFRB",-0.733011904,0.033652129
"FBgn0032006",2324,"FLT4",-0.733011904,0.033652129
"FBgn0032006",2321,"FLT1",-0.733011904,0.033652129
"FBgn0032006",3815,"KIT",-0.733011904,0.033652129
"FBgn0032006",5156,"PDGFRA",-0.733011904,0.033652129
"FBgn0032006",2322,"FLT3",-0.733011904,0.033652129
"FBgn0032014",79644,"SRD5A3",-1.435953642,0.034449639
"FBgn0032018",89845,"ABCC10",-1.355866133,0.022129476
"FBgn0032050",26156,"RSL1D1",-1.23931762,0.000870175
"FBgn0032053",51258,"MRPL51",0.657526034,0.003694092
"FBgn0032059",5147,"PDE6D",0.920007492,0.00399877
"FBgn0032105",55143,"CDCA8",-1.840079244,0.008934208
"FBgn0032169",84619,"ZGPAT",0.849448702,0.00241538
"FBgn0032196",8543,"LMO4",-0.734302604,0.026255324
"FBgn0032198",1936,"EEF1D",-1.122778873,0.015189123
"FBgn0032208",25831,"HECTD1",-0.941745858,0.009533572
"FBgn0032209",9464,"HAND2",1.046875597,0.034609052
"FBgn0032209",9421,"HAND1",1.046875597,0.034609052
"FBgn0032213",2155,"F7",-1.541481247,0.002753978
"FBgn0032213",2147,"F2",-1.541481247,0.002753978
"FBgn0032213",341350,"OVCH1",-1.541481247,0.002753978
"FBgn0032213",5340,"PLG",-1.541481247,0.002753978
"FBgn0032213",2159,"F10",-1.541481247,0.002753978
"FBgn0032213",2158,"F9",-1.541481247,0.002753978
"FBgn0032213",221191,"PRSS54",-1.541481247,0.002753978
"FBgn0032213",5624,"PROC",-1.541481247,0.002753978
"FBgn0032214",55611,"OTUB1",-0.52695931,0.040251171
"FBgn0032214",78990,"OTUB2",-0.52695931,0.040251171
"FBgn0032216",9097,"USP14",-1.0725011,0.014259872
"FBgn0032223",140628,"GATA5",0.696027127,0.004657922
"FBgn0032223",2626,"GATA4",0.696027127,0.004657922
"FBgn0032228",1515,"CTSL2",-1.27880669,0.021358782
"FBgn0032228",1512,"CTSH",-1.27880669,0.021358782
"FBgn0032234",29929,"ALG6",0.40595464,0.037566296
"FBgn0032242",5550,"PREP",-1.255235747,0.013440546
"FBgn0032247",254042,"METAP1D",-1.185913238,0.014835877
"FBgn0032259",84964,"ALKBH6",-1.276712972,0.009852459
"FBgn0032261",3396,"ICT1",-0.879244731,0.049042671
"FBgn0032286",394263,"MUC21",0.815342843,0.043505134
"FBgn0032292",55831,"EMC3",0.921878953,0.014630541
"FBgn0032295",168374,"ZNF92",0.722751798,0.002250662
"FBgn0032295",55734,"ZFP64",0.722751798,0.002250662
"FBgn0032295",10308,"ZNF267",0.722751798,0.002250662
"FBgn0032295",344787,"ZNF860",0.722751798,0.002250662
"FBgn0032295",7746,"ZNF193",0.722751798,0.002250662
"FBgn0032295",84527,"ZNF559",0.722751798,0.002250662
"FBgn0032295",148198,"ZNF98",0.722751798,0.002250662
"FBgn0032295",90321,"ZNF766",0.722751798,0.002250662
"FBgn0032295",90317,"ZNF616",0.722751798,0.002250662
"FBgn0032295",30832,"ZNF354C",0.722751798,0.002250662
"FBgn0032295",51427,"ZNF107",0.722751798,0.002250662
"FBgn0032295",7553,"ZNF7",0.722751798,0.002250662
"FBgn0032295",7625,"ZNF74",0.722751798,0.002250662
"FBgn0032295",125893,"ZNF816",0.722751798,0.002250662
"FBgn0032295",400713,"ZNF880",0.722751798,0.002250662
"FBgn0032295",100130863,"ZNF840",0.722751798,0.002250662
"FBgn0032295",7629,"ZNF76",0.722751798,0.002250662
"FBgn0032295",126375,"ZNF792",0.722751798,0.002250662
"FBgn0032295",374655,"ZNF710",0.722751798,0.002250662
"FBgn0032295",167465,"ZNF366",0.722751798,0.002250662
"FBgn0032295",643836,"ZFP62",0.722751798,0.002250662
"FBgn0032295",51222,"ZNF219",0.722751798,0.002250662
"FBgn0032295",353088,"ZNF429",0.722751798,0.002250662
"FBgn0032295",162979,"ZNF296",0.722751798,0.002250662
"FBgn0032295",90233,"ZNF551",0.722751798,0.002250662
"FBgn0032295",285349,"ZNF660",0.722751798,0.002250662
"FBgn0032295",55762,"ZNF701",0.722751798,0.002250662
"FBgn0032295",84503,"ZNF527",0.722751798,0.002250662
"FBgn0032295",10794,"ZNF460",0.722751798,0.002250662
"FBgn0032295",440519,"ZNF724P",0.722751798,0.002250662
"FBgn0032295",117608,"ZNF354B",0.722751798,0.002250662
"FBgn0032295",90987,"ZNF251",0.722751798,0.002250662
"FBgn0032295",7539,"ZFP37",0.722751798,0.002250662
"FBgn0032295",148213,"ZNF681",0.722751798,0.002250662
"FBgn0032295",7554,"ZNF8",0.722751798,0.002250662
"FBgn0032295",9658,"ZNF516",0.722751798,0.002250662
"FBgn0032295",163115,"ZNF781",0.722751798,0.002250662
"FBgn0032295",162967,"ZNF320",0.722751798,0.002250662
"FBgn0032295",440515,"ZNF506",0.722751798,0.002250662
"FBgn0032295",6297,"SALL2",0.722751798,0.002250662
"FBgn0032295",162655,"ZNF519",0.722751798,0.002250662
"FBgn0032295",137209,"ZNF572",0.722751798,0.002250662
"FBgn0032295",126231,"ZNF573",0.722751798,0.002250662
"FBgn0032295",80317,"ZKSCAN3",0.722751798,0.002250662
"FBgn0032295",148206,"ZNF714",0.722751798,0.002250662
"FBgn0032295",55422,"ZNF331",0.722751798,0.002250662
"FBgn0032295",54993,"ZSCAN2",0.722751798,0.002250662
"FBgn0032295",10781,"ZNF266",0.722751798,0.002250662
"FBgn0032295",140467,"ZNF358",0.722751798,0.002250662
"FBgn0032295",7587,"ZNF37A",0.722751798,0.002250662
"FBgn0032295",126017,"ZNF813",0.722751798,0.002250662
"FBgn0032305",114823,"LENG8",-0.605503159,0.006912056
"FBgn0032340",23644,"EDC4",0.502741342,0.02447489
"FBgn0032397",9868,"TOMM70A",-1.011499427,0.028196564
"FBgn0032404",285855,"RPL7L1",-1.012395427,0.000798883
"FBgn0032404",6129,"RPL7",-1.012395427,0.000798883
"FBgn0032430",55621,"TRMT1",-1.882268914,0.005331142
"FBgn0032451",348938,"NIPAL4",-1.265363859,0.036076318
"FBgn0032451",152519,"NIPAL1",-1.265363859,0.036076318
"FBgn0032451",81614,"NIPA2",-1.265363859,0.036076318
"FBgn0032453",5037,"PEBP1",-1.910721888,0.01671807
"FBgn0032454",4014,"LOR",-1.033016172,0.00468611
"FBgn0032454",93099,"DMKN",-1.033016172,0.00468611
"FBgn0032455",55011,"PIH1D1",-0.948598586,0.009307327
"FBgn0032464",523,"ATP6V1A",0.945538997,0.006421048
"FBgn0032479",131578,"LRRC15",-0.747916569,0.044228149
"FBgn0032479",79705,"LRRK1",-0.747916569,0.044228149
"FBgn0032479",2814,"GP5",-0.747916569,0.044228149
"FBgn0032479",1370,"CPN2",-0.747916569,0.044228149
"FBgn0032479",116844,"LRG1",-0.747916569,0.044228149
"FBgn0032482",5833,"PCYT2",-1.463586689,0.002423188
"FBgn0032486",54516,"MTRF1L",-0.807975727,0.041983802
"FBgn0032486",9617,"MTRF1",-0.807975727,0.041983802
"FBgn0032487",54512,"EXOSC4",0.962724922,0.003623793
"FBgn0032488",126526,"C19orf47",-0.869717848,0.042680887
"FBgn0032499",7405,"UVRAG",0.78955721,0.012149741
"FBgn0032509",10539,"GLRX3",-0.870819352,0.001248394
"FBgn0032513",56910,"STARD7",-1.087030454,0.009217298
"FBgn0032513",58488,"PCTP",-1.087030454,0.009217298
"FBgn0032520",64446,"DNAI2",-0.846367726,0.005769095
"FBgn0032524",51495,"PTPLAD1",-0.548913408,0.011359247
"FBgn0032524",401494,"PTPLAD2",-0.548913408,0.011359247
"FBgn0032551",164656,"TMPRSS6",0.56151873,0.044842562
"FBgn0032586",7266,"DNAJC7",-1.379525864,0.017056513
"FBgn0032597",4682,"NUBP1",-0.549134123,0.022422906
"FBgn0032609",27294,"DHDH",0.991071288,0.0144451
"FBgn0032620",23029,"RBM34",0.644862696,0.007698686
"FBgn0032629",23705,"CADM1",0.385371319,0.041241971
"FBgn0032632",5504,"PPP1R2",0.735819247,0.016440982
"FBgn0032635",55148,"UBR7",-1.009677047,0.00059959
"FBgn0032640",54557,"SGTB",-1.198912836,0.027171498
"FBgn0032640",6449,"SGTA",-1.198912836,0.027171498
"FBgn0032668",219970,"GLYATL2",0.962224128,0.001122366
"FBgn0032668",389396,"GLYATL3",0.962224128,0.001122366
"FBgn0032668",10249,"GLYAT",0.962224128,0.001122366
"FBgn0032668",92292,"GLYATL1",0.962224128,0.001122366
"FBgn0032670",9610,"RIN1",0.84300853,0.012075044
"FBgn0032670",92292,"GLYATL1",0.84300853,0.012075044
"FBgn0032670",10249,"GLYAT",0.84300853,0.012075044
"FBgn0032670",219970,"GLYATL2",0.84300853,0.012075044
"FBgn0032670",7248,"TSC1",0.84300853,0.012075044
"FBgn0032670",389396,"GLYATL3",0.84300853,0.012075044
"FBgn0032671",65094,"JMJD4",0.52110983,0.013546414
"FBgn0032698",54962,"TIPIN",-1.225455231,0.006031925
"FBgn0032702",22843,"PPM1E",-1.044739427,0.002450601
"FBgn0032702",9647,"PPM1F",-1.044739427,0.002450601
"FBgn0032724",79807,"GSTCD",0.508482501,0.013783637
"FBgn0032728",79613,"TMCO7",0.392209626,0.043832172
"FBgn0032731",80303,"EFHD1",-1.69889756,0.001310678
"FBgn0032731",79180,"EFHD2",-1.69889756,0.001310678
"FBgn0032748",54877,"ZCCHC2",-0.822069136,0.049725559
"FBgn0032752",3645,"INSRR",-1.002762622,0.002517007
"FBgn0032763",389549,"FEZF1",-1.03034704,0.044117281
"FBgn0032783",79183,"TTPAL",1.034471131,0.017446434
"FBgn0032783",6017,"RLBP1",1.034471131,0.017446434
"FBgn0032783",134829,"CLVS2",1.034471131,0.017446434
"FBgn0032790",390916,"NUDT19",-0.588847521,0.034451841
"FBgn0032793",348180,"CTU2",0.778552236,0.013401848
"FBgn0032810",11068,"CYB561D2",0.564975048,0.046196136
"FBgn0032810",284613,"CYB561D1",0.564975048,0.046196136
"FBgn0032818",85865,"GTPBP10",-0.716287034,0.014383569
"FBgn0032848",79801,"SHCBP1",-0.817999034,0.046058629
"FBgn0032848",81626,"SHCBP1L",-0.817999034,0.046058629
"FBgn0032864",5547,"PRCP",-1.011386108,0.006076849
"FBgn0032880",9375,"TM9SF2",-1.669681342,0.000463368
"FBgn0032880",9777,"TM9SF4",-1.669681342,0.000463368
"FBgn0032881",23600,"AMACR",0.438477771,0.030947016
"FBgn0032886",83641,"FAM107B",-0.58102959,0.046350512
"FBgn0032886",11170,"FAM107A",-0.58102959,0.046350512
"FBgn0032915",84128,"WDR75",0.960941827,0.036076318
"FBgn0032916",9761,"MLEC",-1.298987081,0.032142939
"FBgn0032919",51202,"DDX47",-2.743380578,0.021280313
"FBgn0032924",54932,"EXD3",-0.615090076,0.024649767
"FBgn0032925",26155,"NOC2L",-1.275485306,0.000939768
"FBgn0032940",51085,"MLXIPL",-1.174399506,0.000968007
"FBgn0032940",22877,"MLXIP",-1.174399506,0.000968007
"FBgn0032949",3916,"LAMP1",-0.698607187,0.013084662
"FBgn0032949",3920,"LAMP2",-0.698607187,0.013084662
"FBgn0032956",8453,"CUL2",-1.233921432,0.015093522
"FBgn0032979",163033,"ZNF579",-0.753163064,0.015262613
"FBgn0032979",342357,"ZKSCAN2",-0.753163064,0.015262613
"FBgn0032979",29803,"REPIN1",-0.753163064,0.015262613
"FBgn0032979",54925,"ZNF434",-0.753163064,0.015262613
"FBgn0032979",7629,"ZNF76",-0.753163064,0.015262613
"FBgn0032986",80224,"NUBPL",-0.914159787,0.03356038
"FBgn0033005",10531,"PITRM1",-0.583474404,0.010461361
"FBgn0033029",4849,"CNOT3",-1.201033929,0.014288243
"FBgn0033039",23225,"NUP210",-1.162473365,0.001250704
"FBgn0033039",91181,"NUP210L",-1.162473365,0.001250704
"FBgn0033052",22937,"SCAP",-0.837608197,0.031135904
"FBgn0033065",1576,"CYP3A4",-0.862974199,0.011452218
"FBgn0033074",84134,"TOMM40L",0.758749394,0.019351675
"FBgn0033074",10452,"TOMM40",0.758749394,0.019351675
"FBgn0033075",5338,"PLD2",-0.763482793,0.045909813
"FBgn0033075",5337,"PLD1",-0.763482793,0.045909813
"FBgn0033079",2326,"FMO1",-1.838999859,0.000494926
"FBgn0033079",2328,"FMO3",-1.838999859,0.000494926
"FBgn0033079",2327,"FMO2",-1.838999859,0.000494926
"FBgn0033079",2330,"FMO5",-1.838999859,0.000494926
"FBgn0033088",93210,"PGAP3",-0.505569686,0.045115007
"FBgn0033089",10465,"PPIH",-0.464144014,0.033754209
"FBgn0033095",151473,"SLC16A14",-0.635399769,0.047909788
"FBgn0033101",8644,"AKR1C3",-1.526491715,0.040316016
"FBgn0033101",10327,"AKR1A1",-1.526491715,0.040316016
"FBgn0033101",231,"AKR1B1",-1.526491715,0.040316016
"FBgn0033101",1645,"AKR1C1",-1.526491715,0.040316016
"FBgn0033101",1109,"AKR1C4",-1.526491715,0.040316016
"FBgn0033101",57016,"AKR1B10",-1.526491715,0.040316016
"FBgn0033101",6718,"AKR1D1",-1.526491715,0.040316016
"FBgn0033109",11151,"CORO1A",-1.140964561,0.00378773
"FBgn0033109",23603,"CORO1C",-1.140964561,0.00378773
"FBgn0033109",84940,"CORO6",-1.140964561,0.00378773
"FBgn0033109",57175,"CORO1B",-1.140964561,0.00378773
"FBgn0033122",2874,"GPS2",0.612721613,0.004970302
"FBgn0033134",7105,"TSPAN6",-1.483570064,0.020299791
"FBgn0033153",4616,"GADD45B",0.75365233,0.007553809
"FBgn0033153",10912,"GADD45G",0.75365233,0.007553809
"FBgn0033153",1647,"GADD45A",0.75365233,0.007553809
"FBgn0033160",1665,"DHX15",-0.569989356,0.021565478
"FBgn0033162",2739,"GLO1",-1.102816931,0.010267194
"FBgn0033169",161424,"NOP9",-0.790843328,0.005881256
"FBgn0033204",57665,"RDH14",2.07547544,0.033441349
"FBgn0033204",145226,"RDH12",2.07547544,0.033441349
"FBgn0033204",112724,"RDH13",2.07547544,0.033441349
"FBgn0033204",51109,"RDH11",2.07547544,0.033441349
"FBgn0033205",112724,"RDH13",1.855153098,0.002391557
"FBgn0033205",57665,"RDH14",1.855153098,0.002391557
"FBgn0033205",51109,"RDH11",1.855153098,0.002391557
"FBgn0033205",145226,"RDH12",1.855153098,0.002391557
"FBgn0033229",51531,"C9orf156",-0.782191027,0.00320181
"FBgn0033246",31,"ACACA",-0.75073955,0.025590004
"FBgn0033246",32,"ACACB",-0.75073955,0.025590004
"FBgn0033274",54949,"SDHAF2",0.732260235,0.006607816
"FBgn0033317",55854,"ZC3H15",-1.627478973,0.029415424
"FBgn0033342",10694,"CCT8",-1.222496081,0.008781088
"FBgn0033359",64063,"PRSS22",0.920192757,0.035792984
"FBgn0033359",7177,"TPSAB1",0.920192757,0.035792984
"FBgn0033359",25823,"TPSG1",0.920192757,0.035792984
"FBgn0033359",23430,"TPSD1",0.920192757,0.035792984
"FBgn0033359",83886,"PRSS27",0.920192757,0.035792984
"FBgn0033359",260429,"PRSS33",0.920192757,0.035792984
"FBgn0033359",5652,"PRSS8",0.920192757,0.035792984
"FBgn0033359",164656,"TMPRSS6",0.920192757,0.035792984
"FBgn0033375",90353,"CTU1",-1.499144284,0.035347024
"FBgn0033381",2953,"GSTT2",-0.917386016,0.001058361
"FBgn0033381",653689,"GSTT2B",-0.917386016,0.001058361
"FBgn0033401",57511,"COG6",-0.428805726,0.048461602
"FBgn0033428",7389,"UROD",-1.062901419,0.003600001
"FBgn0033453",340061,"TMEM173",-0.637783029,0.021596289
"FBgn0033460",10427,"SEC24B",-1.371197043,0.022897504
"FBgn0033460",10802,"SEC24A",-1.371197043,0.022897504
"FBgn0033465",2110,"ETFDH",-0.701818045,0.033754209
"FBgn0033468",10567,"RABAC1",-1.298454644,0.012138742
"FBgn0033475",51008,"ASCC1",0.45019294,0.034451841
"FBgn0033482",408050,"NOMO3",-0.940546473,0.00095485
"FBgn0033482",23420,"NOMO1",-0.940546473,0.00095485
"FBgn0033482",283820,"NOMO2",-0.940546473,0.00095485
"FBgn0033527",53938,"PPIL3",-0.63378316,0.037110813
"FBgn0033555",6210,"RPS15A",-0.811701727,0.005614937
"FBgn0033581",6591,"SNAI2",-1.030984134,0.003807145
"FBgn0033581",162968,"ZNF497",-1.030984134,0.003807145
"FBgn0033581",6615,"SNAI1",-1.030984134,0.003807145
"FBgn0033581",7633,"ZNF79",-1.030984134,0.003807145
"FBgn0033581",92999,"ZBTB47",-1.030984134,0.003807145
"FBgn0033581",9726,"ZNF646",-1.030984134,0.003807145
"FBgn0033581",333929,"SNAI3",-1.030984134,0.003807145
"FBgn0033584",196743,"PAOX",-0.500494798,0.031763749
"FBgn0033584",54498,"SMOX",-0.500494798,0.031763749
"FBgn0033636",29994,"BAZ2B",-0.506541813,0.025039993
"FBgn0033636",11176,"BAZ2A",-0.506541813,0.025039993
"FBgn0033661",23195,"MDN1",-0.977488138,0.002116583
"FBgn0033663",5034,"P4HB",-1.811201277,0.00442143
"FBgn0033663",9601,"PDIA4",-1.811201277,0.00442143
"FBgn0033663",2923,"PDIA3",-1.811201277,0.00442143
"FBgn0033665",201266,"SLC39A11",-2.07727613,0.027344938
"FBgn0033692",100287171,"WASH1",1.363013339,0.004212719
"FBgn0033698",23392,"KIAA0368",-0.899291474,0.044275335
"FBgn0033708",9152,"SLC6A5",0.711484521,0.006031925
"FBgn0033708",11254,"SLC6A14",0.711484521,0.006031925
"FBgn0033708",6536,"SLC6A9",0.711484521,0.006031925
"FBgn0033714",8729,"GBF1",-0.457611547,0.021234949
"FBgn0033734",246269,"LACE1",-0.979357809,0.002423188
"FBgn0033737",53371,"NUP54",-1.479679902,0.00095485
"FBgn0033756",2776,"GNAQ",0.928359375,0.011802169
"FBgn0033756",9630,"GNA14",0.928359375,0.011802169
"FBgn0033761",549,"AUH",-0.596013473,0.014258252
"FBgn0033761",55268,"ECHDC2",-0.596013473,0.014258252
"FBgn0033762",10463,"SLC30A9",-1.979618605,0.044374069
"FBgn0033766",23511,"NUP188",-1.283288345,0.000829244
"FBgn0033807",653437,"AQP12B",0.684474158,0.007618162
"FBgn0033807",375318,"AQP12A",0.684474158,0.007618162
"FBgn0033807",282679,"AQP11",0.684474158,0.007618162
"FBgn0033844",10390,"CEPT1",-0.728713084,0.003995238
"FBgn0033844",56994,"CHPT1",-0.728713084,0.003995238
"FBgn0033846",132660,"LIN54",0.891311866,0.001271058
"FBgn0033846",9633,"MTL5",0.891311866,0.001271058
"FBgn0033859",56949,"XAB2",-0.866951596,0.021758227
"FBgn0033886",11047,"ADRM1",-1.511111632,0.002788441
"FBgn0033887",6822,"SULT2A1",0.614257004,0.02498469
"FBgn0033887",6820,"SULT2B1",0.614257004,0.02498469
"FBgn0033887",6818,"SULT1A3",0.614257004,0.02498469
"FBgn0033887",6819,"SULT1C2",0.614257004,0.02498469
"FBgn0033887",27233,"SULT1C4",0.614257004,0.02498469
"FBgn0033887",6783,"SULT1E1",0.614257004,0.02498469
"FBgn0033887",25830,"SULT4A1",0.614257004,0.02498469
"FBgn0033887",27284,"SULT1B1",0.614257004,0.02498469
"FBgn0033889",4343,"MOV10",-1.095316671,0.010579448
"FBgn0033893",98,"ACYP2",1.051034076,0.033441349
"FBgn0033893",97,"ACYP1",1.051034076,0.033441349
"FBgn0033897",55683,"KANSL3",-0.636288521,0.007210471
"FBgn0033899",55254,"TMEM39A",-0.83797635,0.035347024
"FBgn0033899",55116,"TMEM39B",-0.83797635,0.035347024
"FBgn0033902",10480,"EIF3M",-2.03276774,0.000337135
"FBgn0033913",151473,"SLC16A14",-0.874529491,0.020930475
"FBgn0033916",10868,"USP20",-0.778400045,0.024472284
"FBgn0033916",23032,"USP33",-0.778400045,0.024472284
"FBgn0033918",55735,"DNAJC11",-1.666400779,0.040585456
"FBgn0033926",23237,"ARC",-1.573895761,0.010352091
"FBgn0033929",2965,"GTF2H1",-1.032604267,0.009752493
"FBgn0033972",9391,"CIAO1",-0.425158623,0.030917478
"FBgn0033981",1551,"CYP3A7",0.866296376,0.044081062
"FBgn0033981",1576,"CYP3A4",0.866296376,0.044081062
"FBgn0033981",64816,"CYP3A43",0.866296376,0.044081062
"FBgn0033981",1577,"CYP3A5",0.866296376,0.044081062
"FBgn0033981",6916,"TBXAS1",0.866296376,0.044081062
"FBgn0033987",57513,"CASKIN2",0.581995804,0.008116678
"FBgn0033987",57524,"CASKIN1",0.581995804,0.008116678
"FBgn0033998",23126,"POGZ",-0.514199997,0.017056513
"FBgn0033998",54816,"ZNF280D",-0.514199997,0.017056513
"FBgn0034051",4291,"MLF1",-1.393430506,0.005816425
"FBgn0034051",8079,"MLF2",-1.393430506,0.005816425
"FBgn0034068",11124,"FAF1",-0.729119459,0.016848837
"FBgn0034087",23277,"KIAA0664",-1.551107022,0.000337135
"FBgn0034092",131375,"LYZL4",0.892917675,0.003591858
"FBgn0034092",124912,"SPACA3",0.892917675,0.003591858
"FBgn0034092",3906,"LALBA",0.892917675,0.003591858
"FBgn0034092",84569,"LYZL1",0.892917675,0.003591858
"FBgn0034092",389852,"SPACA5",0.892917675,0.003591858
"FBgn0034092",119180,"LYZL2",0.892917675,0.003591858
"FBgn0034092",729201,"SPACA5B",0.892917675,0.003591858
"FBgn0034092",4069,"LYZ",0.892917675,0.003591858
"FBgn0034092",57151,"LYZL6",0.892917675,0.003591858
"FBgn0034114",7704,"ZBTB16",-1.604474264,0.03162509
"FBgn0034114",604,"BCL6",-1.604474264,0.03162509
"FBgn0034138",6209,"RPS15",-0.96312093,0.040552468
"FBgn0034158",9649,"RALGPS1",-0.717265964,0.003692572
"FBgn0034158",55103,"RALGPS2",-0.717265964,0.003692572
"FBgn0034176",10269,"ZMPSTE24",-0.861335341,0.003285072
"FBgn0034186",9330,"GTF3C3",0.776269597,0.00825452
"FBgn0034215",4507,"MTAP",-1.255563793,0.000932438
"FBgn0034243",29889,"GNL2",-0.776670338,0.004740713
"FBgn0034246",23405,"DICER1",-0.708557174,0.004025477
"FBgn0034258",8663,"EIF3C",-0.811960008,0.032398743
"FBgn0034258",728689,"EIF3CL",-0.811960008,0.032398743
"FBgn0034264",2885,"GRB2",0.412947436,0.036768497
"FBgn0034264",10750,"GRAP",0.412947436,0.036768497
"FBgn0034270",5277,"PIGA",0.708934346,0.009265499
"FBgn0034277",6185,"RPN2",-1.60607507,0.000613423
"FBgn0034282",81611,"ANP32E",-1.206026087,0.000657643
"FBgn0034282",10541,"ANP32B",-1.206026087,0.000657643
"FBgn0034282",23519,"ANP32D",-1.206026087,0.000657643
"FBgn0034282",8125,"ANP32A",-1.206026087,0.000657643
"FBgn0034282",23520,"ANP32C",-1.206026087,0.000657643
"FBgn0034299",1841,"DTYMK",-0.599231293,0.024152536
"FBgn0034335",653689,"GSTT2B",-0.940611207,0.028485654
"FBgn0034335",2953,"GSTT2",-0.940611207,0.028485654
"FBgn0034345",89882,"TPD52L3",-0.764222968,0.005739846
"FBgn0034345",7164,"TPD52L1",-0.764222968,0.005739846
"FBgn0034345",7163,"TPD52",-0.764222968,0.005739846
"FBgn0034345",7165,"TPD52L2",-0.764222968,0.005739846
"FBgn0034351",54931,"TRMT10C",-1.032574704,0.045304274
"FBgn0034360",113179,"ADAT3",-1.606067122,0.02498469
"FBgn0034362",84908,"FAM136A",0.484317664,0.044335195
"FBgn0034368",23770,"FKBP8",-1.476540884,0.006267695
"FBgn0034392",57030,"SLC17A7",0.541317246,0.015544636
"FBgn0034392",57084,"SLC17A6",0.541317246,0.015544636
"FBgn0034392",26503,"SLC17A5",0.541317246,0.015544636
"FBgn0034392",246213,"SLC17A8",0.541317246,0.015544636
"FBgn0034396",339451,"KLHL17",0.911692162,0.023946967
"FBgn0034405",2052,"EPHX1",-1.263441437,0.023027757
"FBgn0034425",3104,"ZBTB48",-1.214167244,0.006726673
"FBgn0034430",55957,"LIN37",-0.951524643,0.007117746
"FBgn0034439",79956,"ERMP1",-1.373342054,0.002960513
"FBgn0034441",79956,"ERMP1",-0.903316857,0.03555101
"FBgn0034447",199953,"TMEM201",-1.051065132,0.044374069
"FBgn0034455",51075,"TMX2",-1.677447158,0.011359247
"FBgn0034489",6338,"SCNN1B",0.803504178,0.03565569
"FBgn0034490",57030,"SLC17A7",1.64509418,0.0012281
"FBgn0034490",246213,"SLC17A8",1.64509418,0.0012281
"FBgn0034490",57084,"SLC17A6",1.64509418,0.0012281
"FBgn0034503",112950,"MED8",-1.121845316,0.019325801
"FBgn0034504",84530,"SRRM4",-0.844405642,0.042535045
"FBgn0034521",4245,"MGAT1",-0.89888977,0.005881256
"FBgn0034539",57151,"LYZL6",0.479413539,0.032616569
"FBgn0034539",4069,"LYZ",0.479413539,0.032616569
"FBgn0034539",131375,"LYZL4",0.479413539,0.032616569
"FBgn0034539",84569,"LYZL1",0.479413539,0.032616569
"FBgn0034539",124912,"SPACA3",0.479413539,0.032616569
"FBgn0034539",3906,"LALBA",0.479413539,0.032616569
"FBgn0034539",119180,"LYZL2",0.479413539,0.032616569
"FBgn0034539",389852,"SPACA5",0.479413539,0.032616569
"FBgn0034539",729201,"SPACA5B",0.479413539,0.032616569
"FBgn0034552",80221,"ACSF2",0.522344416,0.017012082
"FBgn0034552",65985,"AACS",0.522344416,0.017012082
"FBgn0034554",767,"CA8",0.93514255,0.009676685
"FBgn0034579",116541,"MRPL54",0.472668212,0.01756983
"FBgn0034580",27159,"CHIA",-1.004312413,0.011598468
"FBgn0034580",1117,"CHI3L2",-1.004312413,0.011598468
"FBgn0034580",1118,"CHIT1",-1.004312413,0.011598468
"FBgn0034580",5016,"OVGP1",-1.004312413,0.011598468
"FBgn0034580",1116,"CHI3L1",-1.004312413,0.011598468
"FBgn0034611",84255,"SLC37A3",-0.682322201,0.003995238
"FBgn0034611",219855,"SLC37A2",-0.682322201,0.003995238
"FBgn0034611",54020,"SLC37A1",-0.682322201,0.003995238
"FBgn0034628",51,"ACOX1",-0.916760976,0.014669659
"FBgn0034628",8309,"ACOX2",-0.916760976,0.014669659
"FBgn0034645",4709,"NDUFB3",1.20516812,0.000505965
"FBgn0034649",93183,"PIGM",-0.810109147,0.040552468
"FBgn0034654",27335,"EIF3K",-1.113395528,0.003388415
"FBgn0034703",83480,"PUS3",-1.09466896,0.020400993
"FBgn0034715",53919,"SLCO1C1",-0.616159725,0.009852459
"FBgn0034715",28234,"SLCO1B3",-0.616159725,0.009852459
"FBgn0034716",28234,"SLCO1B3",-1.951760477,0.001414842
"FBgn0034716",53919,"SLCO1C1",-1.951760477,0.001414842
"FBgn0034716",10599,"SLCO1B1",-1.951760477,0.001414842
"FBgn0034720",23254,"KAZN",1.243171714,0.003678541
"FBgn0034735",25821,"MTO1",-2.594499478,0.015173281
"FBgn0034744",79643,"CHMP6",-0.915480209,0.036076318
"FBgn0034750",9406,"ZRANB2",-0.658401065,0.009265499
"FBgn0034753",5480,"PPIC",-2.098441098,0.000337135
"FBgn0034753",5479,"PPIB",-2.098441098,0.000337135
"FBgn0034761",9516,"LITAF",1.92105218,0.010569287
"FBgn0034769",5306,"PITPNA",0.591895864,0.026259443
"FBgn0034797",114928,"GPRASP2",0.414600569,0.038871489
"FBgn0034802",389874,"ZCCHC13",-0.732248635,0.017855881
"FBgn0034802",7555,"CNBP",-0.732248635,0.017855881
"FBgn0034803",84279,"PRADC1",-0.78113557,0.037607564
